Risk_Category,Issue_Type,Ward,City,State,Date,Year,Month,Day_of_Week,Risk_Level,Area_Type,Event_Type,Season,Complaint_Count,Population_Affected,Latitude,Longitude,Complaint_adj,Log_Complaint,Complaint_Per_1000,Pop_log,Day_num,Is_Weekend,Season_num,Quarter,Week_of_Year,Is_Festival,Is_Tourist,Month_sin,Month_cos,C_x_Season,C_x_Weekend,C_x_Festival,C_x_Tourist,Pop_x_C,C_x_Month,C_x_Quarter,C_x_Lat,C_x_Year,Year_norm,Lat_x_Lon,Pop_density,Risk_Category_enc,Issue_Type_enc,Ward_enc,City_enc,State_enc,Area_Type_enc,Event_Type_enc,Risk_Level_enc
Public Event & Gathering Risk,Crowd Management,Ward_46,Indore,Madhya Pradesh,2017-07-31,2017,7,Monday,High,Temple,Public Event,Winter,321.0,571107.0,22.7196,75.8577,303.3,5.718014056902925,0.5311,13.255333612609476,0,0,2,3,31,0,0,-0.4999999999999997,-0.8660254037844388,606.6,0.0,0.0,0.0,75.79418392583881,2123.1,909.9,6890.85468,606.6,2,1723.4566009199998,1876.789352612553,1,0,40,5,6,4,2,1
Public Event & Gathering Risk,Crowd Management,Ward_2,Thiruvananthapuram,Kerala,2017-07-03,2017,7,Monday,Critical,Temple,Tourist,Summer,470.0,321065.0,8.5241,76.9366,472.2,6.159518132104232,1.4707,12.679401988454469,0,0,0,3,27,0,0,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,0.0,78.09900645212376,3305.4,1416.6,4025.08002,944.4,2,655.81527206,678.4974640743872,1,0,11,15,5,4,3,0
Summer Water Service Risk,Sanitation,Ward_37,Mumbai,Maharashtra,2024-09-18,2024,9,Wednesday,Low,Residential,No_Event,Monsoon,31.0,576658.0,19.076,72.8777,30.8,3.459466289786131,0.0534,13.265006382919788,2,0,1,3,38,1,0,-1.0,-1.8369701987210294e-16,30.8,0.0,30.8,0.0,45.88984241550887,277.2,92.4,587.5408,277.2,9,1390.2150052000002,18133.899371069183,2,2,30,9,7,3,1,2
Tourist Season Sanitation Risk,Traffic,Ward_46,Shimla,Himachal Pradesh,2016-05-13,2016,5,Friday,Critical,Market,Public Event,Monsoon,491.0,529362.0,31.1048,77.1734,498.0,6.212606095751519,0.9408,13.179429675890676,4,0,1,2,19,0,0,0.4999999999999999,-0.8660254037844387,498.0,0.0,0.0,0.0,81.87860514296689,2490.0,996.0,15490.1904,498.0,1,2400.46317232,1060.8456913827656,3,4,40,14,3,2,2,0
Weekend Market Congestion Risk,Solid Waste,Ward_28,Delhi,Delhi,2022-01-08,2022,1,Saturday,Medium,Event Ground,Festival,Monsoon,224.0,796128.0,28.6139,77.209,225.4,5.422303346329028,0.2831,13.587516511997675,5,1,1,1,1,1,1,0.4999999999999999,0.8660254037844387,225.4,225.4,225.4,225.4,73.67563625130592,225.4,225.4,6449.573060000001,1577.8,7,2209.2506051,3516.4664310954063,4,3,20,3,0,1,0,3
Tourist Season Sanitation Risk,Water Supply,Ward_47,Jaipur,Rajasthan,2022-05-26,2022,5,Thursday,Critical,Commercial,Tourist,Monsoon,585.0,420636.0,26.9124,75.7873,573.3,6.3531519078702505,1.3629,12.949525507948923,3,0,1,2,21,0,0,0.4999999999999999,-0.8660254037844387,573.3,0.0,0.0,0.0,82.27030268684018,2866.5,1146.6,15428.87892,4013.1,7,2039.61813252,732.4325265540659,3,5,41,6,8,0,3,0
Tourist Season Sanitation Risk,Sanitation,Ward_7,Thiruvananthapuram,Kerala,2023-04-01,2023,4,Saturday,High,Temple,Weekend,Summer,298.0,761433.0,8.5241,76.9366,312.4,5.74748032992192,0.4103,13.54295877651721,5,1,0,2,13,0,0,0.8660254037844387,-0.4999999999999998,0.0,312.4,0.0,0.0,77.8378891769761,1249.6,624.8,2662.92884,2499.2,8,655.81527206,2429.5883854499043,3,2,47,15,5,4,4,1
Tourist Season Sanitation Risk,Water Supply,Ward_13,Panaji,Goa,2023-01-27,2023,1,Friday,Low,Residential,Tourist,Monsoon,122.0,670376.0,15.4909,73.8278,120.1,4.796616650559047,0.1792,13.415595519685588,4,0,1,1,4,1,1,0.4999999999999999,0.8660254037844387,120.1,0.0,120.1,120.1,64.34946884688924,120.1,120.1,1860.45709,960.8,8,1143.6590670199998,5535.722543352602,3,5,4,10,1,3,3,2
Public Event & Gathering Risk,Water Supply,Ward_23,Delhi,Delhi,2021-10-08,2021,10,Friday,Low,Event Ground,Tourist,Monsoon,112.0,481069.0,28.6139,77.209,111.7,4.724729421045731,0.2322,13.083768068644943,4,0,1,4,40,1,0,-0.8660254037844386,0.5000000000000001,111.7,0.0,111.7,0.0,61.81726393206545,1117.0,446.8,3196.17263,670.2,6,2209.2506051,4268.580301685892,1,5,15,3,0,1,3,2
Summer Water Service Risk,Public Safety,Ward_31,Pathanamthitta,Kerala,2020-09-28,2020,9,Monday,Low,Commercial,Weekend,Summer,64.0,678130.0,9.2648,76.787,52.8,3.9852734671677386,0.0779,13.427095763598086,0,0,0,3,40,1,0,-1.0,-1.8369701987210294e-16,0.0,0.0,52.8,0.0,53.5106484877878,475.2,158.39999999999998,489.18144,264.0,5,711.4161976,12604.6468401487,2,1,24,11,5,0,4,2
Tourist Season Sanitation Risk,Public Safety,Ward_1,Bengaluru,Karnataka,2021-06-08,2021,6,Tuesday,Critical,Residential,No_Event,Winter,468.0,594738.0,12.9716,77.5946,462.7,6.139237791397415,0.778,13.29587793282813,1,0,2,2,23,0,0,1.2246467991473532e-16,-1.0,925.4,0.0,0.0,0.0,81.6265562750254,2776.2,925.4,6001.95932,2776.2,6,1006.52611336,1282.5921932283804,3,1,0,1,4,3,1,0
Festival Crowd Waste Risk,Public Safety,Ward_12,Mumbai,Maharashtra,2023-07-21,2023,7,Friday,Critical,Commercial,No_Event,Monsoon,573.0,796748.0,19.076,72.8777,562.4,6.333989855442272,0.7059,13.588294977179956,4,0,1,3,29,0,0,-0.4999999999999997,-0.8660254037844388,562.4,0.0,0.0,0.0,86.06812253821502,3936.8,1687.1999999999998,10728.3424,4499.2,8,1390.2150052000002,1414.1782037628684,0,1,3,9,7,0,1,0
Tourist Season Sanitation Risk,Public Safety,Ward_32,Pathanamthitta,Kerala,2024-05-07,2024,5,Tuesday,Medium,Commercial,Public Event,Monsoon,185.0,707655.0,9.2648,76.787,182.9,5.214392131610276,0.2585,13.469713378893791,1,0,1,2,19,0,0,0.4999999999999999,-0.8660254037844387,182.9,0.0,0.0,0.0,70.23636745794946,914.5,365.8,1694.53192,1646.1,9,711.4161976,3848.042414355628,3,1,25,11,5,0,2,3
Festival Crowd Waste Risk,Sanitation,Ward_27,Shimla,Himachal Pradesh,2017-07-03,2017,7,Monday,Medium,Commercial,No_Event,Summer,234.0,781818.0,31.1048,77.1734,254.5,5.543222409643759,0.3255,13.569378534936446,0,0,0,3,27,0,0,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,0.0,75.21808317979871,1781.5,763.5,7916.171600000001,509.0,2,2400.46317232,3059.953033268101,0,2,19,14,3,0,1,3
Weekend Market Congestion Risk,Traffic,Ward_6,Mumbai,Maharashtra,2024-06-12,2024,6,Wednesday,High,Commercial,Tourist,Monsoon,304.0,627854.0,19.076,72.8777,287.5,5.664695085948154,0.4579,13.350064527070993,2,0,1,2,24,0,0,1.2246467991473532e-16,-1.0,287.5,0.0,0.0,0.0,75.62404492358982,1725.0,575.0,5484.35,2587.5,9,1390.2150052000002,2176.270363951473,4,4,46,9,7,0,3,1
Summer Water Service Risk,Traffic,Ward_18,Mumbai,Maharashtra,2020-01-15,2020,1,Wednesday,Critical,Market,Public Event,Summer,451.0,68549.0,19.076,72.8777,431.6,6.069813513518959,6.2962,11.13531868499046,2,0,0,1,3,1,1,0.4999999999999999,0.8660254037844387,0.0,0.0,431.6,431.6,67.58930783149526,431.6,431.6,8233.2016,2158.0,5,1390.2150052000002,158.4581599630143,2,4,9,9,7,2,2,0
Summer Water Service Risk,Sanitation,Ward_26,Jaipur,Rajasthan,2024-05-05,2024,5,Sunday,Critical,Residential,Festival,Monsoon,507.0,506268.0,26.9124,75.7873,524.7,6.264730707825403,1.0364,13.134823427562818,6,1,1,2,18,0,0,0.4999999999999999,-0.8660254037844387,524.7,524.7,0.0,0.0,82.2861316685173,2623.5,1049.4,14120.936280000002,4722.3,9,2039.61813252,963.0359520639148,2,2,18,6,8,3,0,0
Tourist Season Sanitation Risk,Traffic,Ward_27,Jaipur,Rajasthan,2022-03-27,2022,3,Sunday,High,Residential,Weekend,Monsoon,354.0,402725.0,26.9124,75.7873,351.5,5.865050622252324,0.8728,12.906011708947071,6,1,1,1,12,1,1,1.0,6.123233995736766e-17,351.5,351.5,351.5,351.5,75.6944120043558,1054.5,351.5,9459.7086,2460.5,7,2039.61813252,1142.482269503546,3,4,19,6,8,3,4,1
Public Event & Gathering Risk,Traffic,Ward_1,Hyderabad,Telangana,2024-07-14,2024,7,Sunday,Medium,Market,Festival,Winter,235.0,576908.0,17.385,78.4867,227.0,5.429345628954441,0.3935,13.265439820747318,6,1,2,3,28,0,0,-0.4999999999999997,-0.8660254037844388,454.0,227.0,0.0,0.0,72.02265770693263,1589.0,681.0,3946.395,2043.0,9,1364.4912795,2530.2982456140357,1,4,0,4,10,2,0,3
Public Event & Gathering Risk,Traffic,Ward_8,Shimla,Himachal Pradesh,2022-03-24,2022,3,Thursday,Critical,Commercial,Weekend,Summer,444.0,488476.0,31.1048,77.1734,456.5,6.125776884715576,0.9345,13.099047666449682,3,0,0,1,12,1,1,1.0,6.123233995736766e-17,0.0,0.0,456.5,456.5,80.24184340692496,1369.5,456.5,14199.3412,3195.5,7,2400.46317232,1067.7071038251363,1,4,48,14,3,0,4,0
Weekend Market Congestion Risk,Sanitation,Ward_29,Jaipur,Rajasthan,2018-10-12,2018,10,Friday,High,Event Ground,Tourist,Summer,404.0,344098.0,26.9124,75.7873,396.7,5.985697952213645,1.1529,12.74868468564941,4,0,0,4,41,1,0,-0.8660254037844386,0.5000000000000001,0.0,0.0,396.7,0.0,76.30977581630913,3967.0,1586.8,10676.14908,1190.1,3,2039.61813252,865.2200150867488,4,2,21,6,8,1,3,1
Festival Crowd Waste Risk,Sanitation,Ward_44,Pune,Maharashtra,2022-10-13,2022,10,Thursday,Medium,Temple,Weekend,Monsoon,191.0,229799.0,18.5204,73.8567,212.9,5.36550861608836,0.9265,12.344964644396793,3,0,1,4,41,1,0,-0.8660254037844386,0.5000000000000001,212.9,0.0,212.9,0.0,66.23701416481717,2129.0,851.6,3942.99316,1490.3,7,1367.85562668,1074.329125759701,0,2,38,13,7,4,4,3
Weekend Market Congestion Risk,Public Safety,Ward_41,Kochi,Kerala,2020-02-21,2020,2,Friday,Critical,Commercial,Tourist,Monsoon,485.0,663058.0,9.9312,76.2673,493.1,6.202737925851705,0.7437,13.404619254650605,4,0,1,1,8,0,1,0.8660254037844386,0.5000000000000001,493.1,0.0,0.0,493.1,83.14534023242331,986.2,493.1,4897.0747200000005,2465.5,5,757.4258097600001,1341.9510220603115,4,1,35,7,5,0,3,0
Summer Water Service Risk,Sanitation,Ward_1,Chennai,Tamil Nadu,2020-08-12,2020,8,Wednesday,Low,Commercial,No_Event,Summer,65.0,292909.0,13.0827,80.2707,59.1,4.096009841541162,0.2018,12.587620673578192,2,0,0,3,33,1,0,-0.8660254037844384,-0.5000000000000004,0.0,0.0,59.1,0.0,51.55901816056326,472.8,177.3,773.18757,295.5,5,1050.1574868900002,4873.69384359401,2,2,0,2,9,0,1,2
Weekend Market Congestion Risk,Traffic,Ward_18,Pathanamthitta,Kerala,2016-04-27,2016,4,Wednesday,High,Temple,No_Event,Monsoon,313.0,285499.0,9.2648,76.787,338.9,5.828651456702071,1.187,12.561997308078205,2,0,1,2,17,0,0,0.8660254037844387,-0.4999999999999998,338.9,0.0,0.0,0.0,73.2195039088175,1355.6,677.8,3139.84072,338.9,1,711.4161976,839.9499852897911,4,4,9,11,5,4,1,1
Weekend Market Congestion Risk,Solid Waste,Ward_25,Delhi,Delhi,2020-01-29,2020,1,Wednesday,High,Residential,Weekend,Monsoon,364.0,96312.0,28.6139,77.209,356.7,5.879694646264972,3.7036,11.47535858348313,2,0,1,1,5,1,1,0.4999999999999999,0.8660254037844387,356.7,0.0,356.7,356.7,67.47160442727655,356.7,356.7,10206.57813,1783.5,5,2209.2506051,269.2535644394744,4,3,17,3,0,3,4,1
Festival Crowd Waste Risk,Sanitation,Ward_21,Indore,Madhya Pradesh,2023-12-19,2023,12,Tuesday,Low,Event Ground,Weekend,Monsoon,56.0,159703.0,22.7196,75.8577,64.9,4.188138441508461,0.4064,11.98107738085249,1,0,1,4,51,1,1,-2.4492935982947064e-16,1.0,64.9,0.0,64.9,64.9,50.17841074943583,778.8000000000001,259.6,1474.50204,519.2,8,1723.4566009199998,2423.4142640364184,0,2,13,5,6,1,4,2
Festival Crowd Waste Risk,Water Supply,Ward_39,Delhi,Delhi,2023-11-11,2023,11,Saturday,High,Tourist,No_Event,Winter,351.0,537348.0,28.6139,77.209,354.6,5.8738065036397495,0.6599,13.194403069283108,5,1,2,4,45,1,1,-0.5000000000000004,0.8660254037844384,709.2,354.6,354.6,354.6,77.50137055999939,3900.6,1418.4,10146.48894,2836.8,8,2209.2506051,1511.1023622047244,0,5,32,3,0,5,1,1
Public Event & Gathering Risk,Crowd Management,Ward_31,Hyderabad,Telangana,2023-01-18,2023,1,Wednesday,Medium,Market,Tourist,Summer,228.0,689817.0,17.385,78.4867,243.6,5.499624223253072,0.3531,13.444183073664572,2,0,0,1,3,1,1,0.4999999999999999,0.8660254037844387,0.0,0.0,243.6,243.6,73.93795489377462,243.6,243.6,4234.986,1948.8,8,1364.4912795,2820.1839738348326,1,0,24,4,10,2,3,3
Festival Crowd Waste Risk,Crowd Management,Ward_12,Kolkata,West Bengal,2023-11-22,2023,11,Wednesday,Low,Temple,Public Event,Summer,97.0,361051.0,22.5726,88.3639,115.7,4.75960653929251,0.3205,12.79677727126296,2,0,0,4,47,1,1,-0.5000000000000004,0.8660254037844384,0.0,0.0,115.7,115.7,60.90762478217295,1272.7,462.8,2611.64982,925.6,8,1994.60296914,3093.838903170523,0,0,3,8,12,4,2,2
Summer Water Service Risk,Public Safety,Ward_23,Pathanamthitta,Kerala,2018-05-21,2018,5,Monday,Medium,Tourist,Festival,Winter,165.0,286196.0,9.2648,76.787,165.4,5.114394528387108,0.5779,12.564435663869256,0,0,2,2,21,0,0,0.4999999999999999,-0.8660254037844387,330.8,0.0,0.0,0.0,64.25948101156477,827.0,330.8,1532.39792,496.2000000000001,3,711.4161976,1719.9278846153843,2,1,15,11,5,5,0,3
Festival Crowd Waste Risk,Water Supply,Ward_28,Shimla,Himachal Pradesh,2016-07-05,2016,7,Tuesday,Medium,Market,Weekend,Monsoon,169.0,471567.0,31.1048,77.1734,160.0,5.081404364984463,0.3393,13.063818591229502,1,0,1,3,27,0,0,-0.4999999999999997,-0.8660254037844388,160.0,0.0,0.0,0.0,66.38254481283877,1120.0,480.0,4976.768,160.0,1,2400.46317232,2928.987577639752,0,5,20,14,3,2,4,3
Summer Water Service Risk,Crowd Management,Ward_9,Pathanamthitta,Kerala,2019-02-25,2019,2,Monday,Low,Residential,Festival,Summer,102.0,423279.0,9.2648,76.787,107.5,4.686750172980514,0.254,12.955789177578014,0,0,0,1,9,0,1,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,107.5,60.720547169112834,215.0,107.5,995.966,430.0,4,711.4161976,3901.188940092166,2,0,49,11,5,3,0,2
Weekend Market Congestion Risk,Water Supply,Ward_44,Kolkata,West Bengal,2017-07-10,2017,7,Monday,Critical,Tourist,Weekend,Summer,465.0,522670.0,22.5726,88.3639,456.9,6.12665081966305,0.8742,13.166707482006338,0,0,0,3,28,0,0,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,0.0,80.66781918689774,3198.3,1370.6999999999998,10313.42094,913.8,2,1994.60296914,1141.4500982747325,4,5,38,8,12,5,4,0
Public Event & Gathering Risk,Solid Waste,Ward_41,Mumbai,Maharashtra,2017-10-23,2017,10,Monday,High,Market,No_Event,Winter,376.0,295566.0,19.076,72.8777,400.2,5.994460056087781,1.354,12.596650824476503,0,0,2,4,43,1,0,-0.8660254037844386,0.5000000000000001,800.4,0.0,400.2,0.0,75.5101202078096,4002.0,1600.8,7634.2152,800.4,2,1390.2150052000002,736.7048853439682,1,3,35,9,7,2,1,1
Public Event & Gathering Risk,Public Safety,Ward_1,Pune,Maharashtra,2020-12-16,2020,12,Wednesday,Medium,Event Ground,No_Event,Winter,195.0,696350.0,18.5204,73.8567,196.6,5.286244785313768,0.2823,13.45360912253966,2,0,2,4,51,1,1,-2.4492935982947064e-16,1.0,393.2,0.0,196.6,196.6,71.11907106767501,2359.2,786.4,3641.11064,983.0,5,1367.85562668,3524.038461538461,1,1,0,13,7,1,1,3
Weekend Market Congestion Risk,Water Supply,Ward_8,Pune,Maharashtra,2024-04-07,2024,4,Sunday,High,Residential,Weekend,Summer,297.0,59039.0,18.5204,73.8567,292.6,5.682218296740361,4.956,10.985970459274354,6,1,0,2,14,0,0,0.8660254037844387,-0.4999999999999998,0.0,292.6,0.0,0.0,62.42468235113784,1170.4,585.2,5419.06904,2633.4,9,1367.85562668,201.0865122615804,4,5,48,13,7,3,4,1
Weekend Market Congestion Risk,Solid Waste,Ward_8,Kolkata,West Bengal,2020-12-06,2020,12,Sunday,Medium,Commercial,Festival,Monsoon,226.0,712304.0,22.5726,88.3639,228.2,5.434594984840585,0.3204,13.47626146945606,6,1,1,4,49,1,1,-2.4492935982947064e-16,1.0,228.2,228.2,228.2,228.2,73.23802299630631,2738.4,912.8,5151.06732,1141.0,5,1994.60296914,3107.7835951134384,4,3,48,8,12,0,0,3
Weekend Market Congestion Risk,Crowd Management,Ward_10,Shimla,Himachal Pradesh,2024-07-21,2024,7,Sunday,Critical,Residential,Festival,Monsoon,445.0,281930.0,31.1048,77.1734,428.8,6.06331998420841,1.5209,12.549417639129944,6,1,1,3,29,0,0,-0.4999999999999997,-0.8660254037844388,428.8,428.8,0.0,0.0,76.09113476151411,3001.6,1286.4,13337.73824,3859.2,9,2400.46317232,655.9562587249884,4,0,1,14,3,3,0,0
Summer Water Service Risk,Crowd Management,Ward_38,Indore,Madhya Pradesh,2018-05-29,2018,5,Tuesday,Critical,Commercial,Tourist,Summer,467.0,508806.0,22.7196,75.8577,455.3,6.123150487933357,0.8948,13.139824048775044,1,0,0,2,22,0,0,0.4999999999999999,-0.8660254037844387,0.0,0.0,0.0,0.0,80.45712003561538,2276.5,910.6,10344.23388,1365.9,3,1723.4566009199998,1115.069033530572,2,0,31,5,6,0,3,0
Festival Crowd Waste Risk,Crowd Management,Ward_12,Prayagraj,Uttar Pradesh,2021-08-23,2021,8,Monday,Low,Residential,Festival,Monsoon,37.0,405861.0,25.4358,81.8463,51.4,3.958906591326997,0.1266,12.913768479326436,0,0,1,3,34,1,0,-0.8660254037844384,-0.5000000000000004,51.4,0.0,51.4,0.0,51.12440315167624,411.2,154.2,1307.40012,308.4,6,2081.82611754,7745.43893129771,0,0,3,12,11,3,0,2
Public Event & Gathering Risk,Sanitation,Ward_14,Prayagraj,Uttar Pradesh,2022-11-24,2022,11,Thursday,Critical,Commercial,No_Event,Winter,455.0,794691.0,25.4358,81.8463,447.1,6.105016421792097,0.5626,13.585709897185769,3,0,2,4,47,1,1,-0.5000000000000004,0.8660254037844384,894.2,0.0,447.1,447.1,82.94098202402253,4918.1,1788.4,11372.34618,3129.7000000000003,7,2081.82611754,1773.467975898237,1,2,5,12,11,0,1,0
Festival Crowd Waste Risk,Traffic,Ward_25,Bengaluru,Karnataka,2019-10-10,2019,10,Thursday,Critical,Tourist,Tourist,Summer,464.0,408899.0,12.9716,77.5946,451.4,6.114566744241966,1.1039,12.921225906352731,3,0,0,4,41,1,0,-0.8660254037844386,0.5000000000000001,0.0,0.0,451.4,0.0,79.00769822182217,4514.0,1805.6,5855.38024,1805.6,4,1006.52611336,903.843943412909,0,4,17,1,4,5,3,0
Summer Water Service Risk,Traffic,Ward_9,Delhi,Delhi,2021-10-21,2021,10,Thursday,Low,Tourist,Festival,Winter,89.0,72588.0,28.6139,77.209,95.4,4.5685062016165,1.3143,11.192568674181793,3,0,2,4,42,1,0,-0.8660254037844386,0.5000000000000001,190.8,0.0,95.4,0.0,51.13331940001808,954.0,381.6,2729.7660600000004,572.4000000000001,6,2209.2506051,752.9875518672198,2,4,49,3,0,5,0,2
Festival Crowd Waste Risk,Traffic,Ward_9,Bengaluru,Karnataka,2024-06-03,2024,6,Monday,Critical,Event Ground,No_Event,Summer,569.0,747104.0,12.9716,77.5946,583.2,6.37024338995364,0.7806,13.523961016486004,0,0,0,2,23,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,0.0,86.15092327126068,3499.2000000000003,1166.4,7565.037120000001,5248.8,9,1006.52611336,1278.8497090037658,0,4,49,1,4,1,1,0
Summer Water Service Risk,Solid Waste,Ward_32,Pune,Maharashtra,2019-03-09,2019,3,Saturday,Critical,Event Ground,Tourist,Winter,457.0,723407.0,18.5204,73.8567,465.6,6.1454723595873295,0.6436,13.491728657327569,5,1,2,1,10,1,1,1.0,6.123233995736766e-17,931.2,465.6,465.6,465.6,82.91304554665884,1396.8000000000002,465.6,8623.09824,1862.4,4,1367.85562668,1550.3793399057008,2,3,25,13,7,1,3,0
Festival Crowd Waste Risk,Water Supply,Ward_26,Mumbai,Maharashtra,2023-10-19,2023,10,Thursday,High,Temple,Public Event,Summer,299.0,544867.0,19.076,72.8777,311.0,5.7430031878094825,0.5708,13.208298842474916,3,0,0,4,42,1,0,-0.8660254037844386,0.5000000000000001,0.0,0.0,311.0,0.0,75.85530235787375,3110.0,1244.0,5932.636,2488.0,8,1390.2150052000002,1746.3685897435898,0,5,18,9,7,4,2,1
Summer Water Service Risk,Sanitation,Ward_30,Delhi,Delhi,2023-04-13,2023,4,Thursday,Critical,Commercial,Festival,Winter,450.0,744597.0,28.6139,77.209,440.9,6.091083612136695,0.5921,13.520599754411236,3,0,2,2,15,0,0,0.8660254037844387,-0.4999999999999998,881.8,0.0,0.0,0.0,82.35510359035369,1763.6,881.8,12615.86851,3527.2,8,2209.2506051,1684.989816700611,2,2,23,3,0,0,0,0
Tourist Season Sanitation Risk,Crowd Management,Ward_46,Chennai,Tamil Nadu,2019-09-10,2019,9,Tuesday,Critical,Temple,Public Event,Summer,560.0,623995.0,13.0827,80.2707,542.9,6.298765406428915,0.87,13.34389923707461,1,0,0,3,37,1,0,-1.0,-1.8369701987210294e-16,0.0,0.0,542.9,0.0,84.05009090135874,4886.099999999999,1628.6999999999998,7102.597830000001,2171.6,4,1050.1574868900002,1147.2605258319545,3,0,40,2,9,4,2,0
Festival Crowd Waste Risk,Traffic,Ward_17,Mumbai,Maharashtra,2018-09-15,2018,9,Saturday,Critical,Residential,Weekend,Monsoon,495.0,159670.0,19.076,72.8777,513.0,6.2422232654551655,3.2129,11.980870727231402,5,1,1,3,37,1,0,-1.0,-1.8369701987210294e-16,513.0,513.0,513.0,0.0,74.7872699939346,4617.0,1539.0,9785.988,1539.0,3,1390.2150052000002,310.6420233463035,0,4,8,9,7,3,4,0
Public Event & Gathering Risk,Sanitation,Ward_19,Thiruvananthapuram,Kerala,2017-08-16,2017,8,Wednesday,Critical,Temple,Festival,Winter,566.0,563280.0,8.5241,76.9366,562.1,6.333457232260573,0.9979,13.241533894507445,2,0,2,3,33,1,0,-0.8660254037844384,-0.5000000000000004,1124.2,0.0,562.1,0.0,83.86468861039168,4496.8,1686.3000000000002,4791.396610000001,1124.2,2,655.81527206,1000.3196590303676,1,2,10,15,5,4,0,0
Tourist Season Sanitation Risk,Water Supply,Ward_18,Hyderabad,Telangana,2017-03-15,2017,3,Wednesday,Critical,Event Ground,Public Event,Monsoon,447.0,90133.0,17.385,78.4867,444.0,6.09807428216624,4.9261,11.409052730905186,2,0,1,1,11,1,1,1.0,6.123233995736766e-17,444.0,0.0,444.0,444.0,69.57325104221142,1332.0,444.0,7718.94,888.0,2,1364.4912795,202.54606741573036,3,5,9,4,10,1,2,0
Summer Water Service Risk,Solid Waste,Ward_5,Ahmedabad,Gujarat,2017-06-26,2017,6,Monday,Medium,Market,Public Event,Summer,196.0,599057.0,23.0225,72.5714,211.9,5.360822571899434,0.3537,13.303113700456798,0,0,0,2,26,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,0.0,71.3156322019534,1271.4,423.8,4878.467750000001,423.8,2,1670.7750565,2813.7952090183185,2,3,44,0,2,2,2,3
Weekend Market Congestion Risk,Solid Waste,Ward_49,Kochi,Kerala,2017-06-20,2017,6,Tuesday,Low,Commercial,Public Event,Winter,78.0,184064.0,9.9312,76.2673,84.7,4.450852825603734,0.4602,12.123044235078758,1,0,2,2,25,0,0,1.2246467991473532e-16,-1.0,169.4,0.0,0.0,0.0,53.95788568861935,508.2000000000001,169.4,841.1726400000001,169.4,2,757.4258097600001,2147.771295215869,4,3,43,7,5,0,2,2
Weekend Market Congestion Risk,Traffic,Ward_21,Shimla,Himachal Pradesh,2016-06-28,2016,6,Tuesday,Critical,Commercial,Weekend,Summer,436.0,276365.0,31.1048,77.1734,441.5,6.092440464447984,1.5975,12.52948135317904,1,0,0,2,26,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,0.0,76.33511919465445,2649.0,883.0,13732.7692,441.5,1,2400.46317232,624.5536723163842,4,4,13,14,3,0,4,0
Public Event & Gathering Risk,Water Supply,Ward_32,Shimla,Himachal Pradesh,2023-04-08,2023,4,Saturday,Critical,Temple,No_Event,Winter,564.0,289612.0,31.1048,77.1734,590.0,6.3818160174060985,2.0372,12.576300827988955,5,1,2,2,14,0,0,0.8660254037844387,-0.4999999999999998,1180.0,590.0,0.0,0.0,80.2596380637775,2360.0,1180.0,18351.832,4720.0,8,2400.46317232,490.0372250423012,1,5,25,14,3,4,1,0
Public Event & Gathering Risk,Sanitation,Ward_25,Bengaluru,Karnataka,2019-07-27,2019,7,Saturday,High,Event Ground,Weekend,Winter,282.0,739631.0,12.9716,77.5946,274.3,5.617861412148562,0.3709,13.513908044189744,5,1,2,3,30,0,0,-0.4999999999999997,-0.8660254037844388,548.6,274.3,0.0,0.0,75.91926252877761,1920.1,822.9000000000001,3558.1098800000004,1097.2,4,1006.52611336,2686.6363966581907,1,2,17,1,4,1,4,1
Festival Crowd Waste Risk,Traffic,Ward_42,Bengaluru,Karnataka,2019-11-13,2019,11,Wednesday,Low,Commercial,Tourist,Monsoon,79.0,110152.0,12.9716,77.5946,90.1,4.511957804265912,0.818,11.60962558744744,2,0,1,4,46,1,1,-0.5000000000000004,0.8660254037844384,90.1,0.0,90.1,90.1,52.38214077388871,991.1,360.4,1168.74116,360.4,4,1006.52611336,1209.132821075741,0,4,36,1,4,0,3,2
